Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Object ID
potF	b0854	893784	894896	putrescine ABC transporter periplasmic binding protein	EG11629
yhdZ	b3271	3422436	3423194	putative ABC transporter ATP-binding subunit YhdZ	EG12837
rdlC	b4424	1270393	1270460	putative antisense regulatory RNA RdlC	G0-9608
aes	    b0476	499014	499973	acetylesterase	EG11101
yphE	b2547	2676850	2678361	putative ABC transporter ATP-binding protein YphE	G7341
ftsO	b4810	92485	92658	small regulatory RNA FtsO	G0-17085
xylB	b3564	3727917	3729371	xylulokinase	EG11075
lsrA	b1513	1601490	1603025	Autoinducer-2 ABC transporter ATP binding subunit	G6800
sokC	b4413	16952	17010	small regulatory RNA antitoxin SokC	G0-9581
hcaF	b2539	2670390	2670908	putative 3-phenylpropionate/cinnamate dioxygenase subunit &beta;	M015
ydcT	b1441	1512817	1513830	putative ABC transporter ATP-binding protein YdcT	G6752
malH	b4807	4242531	4242633	small regulatory RNA MalH	G0-17082
mglC	b2148	2236743	2237753	D-galactose/methyl-galactoside ABC transporter membrane subunit	EG10594
gsiA	b0829	867520	869391	glutathione ABC transporter ATP binding subunit GsiA	G6429
fnrS	b4699	1409129	1409250	small regulatory RNA FnrS	G0-10677
idnD	b4267	4493375	4494406	L-idonate 5-dehydrogenase	G7893
yehX	b2129	2216481	2217407	glycine betaine ABC transporter ATP binding subunit YehX	EG12010
ryhB	b4451	3580922	3581016	small regulatory RNA RyhB	G0-8872
malM	b4037	4249554	4250474	maltose regulon periplasmic protein	EG10559
ybbA	b0495	519733	520419	putative ABC transporter ATP-binding protein YbbA	EG11657
dicF	b1574	1649382	1649434	Qin prophage; small regulatory RNA DicF	EG31115
gudX	b2788	2919406	2920746	glucarate dehydratase-related protein	G7446
ynjD	b1756	1838747	1839400	putative ABC transporter ATP-binding protein YnjD	G6951
ascrp	b4841	3485953	3486231	small antisense RNA AsCRP	G0-17122
paaK	b1398	1462125	1463438	phenylacetate-CoA ligase	G6719
ytfR	b4485	4451058	4452560	galactofuranose ABC transporter putative ATP binding subunit	EG12518
sokB	b4429	1492119	1492175	putative small regulatory RNA antitoxin SokB	G0-9611
ebgA	b3076	3222633	3225725	evolved &beta;-D-galactosidase subunit &alpha;	EG10252
metN	b0199	221614	222645	L-methionine/D-methionine ABC transporter ATP binding subunit	EG11621
aspX	b4825	4366839	4366951	small regulatory RNA AspX	G0-17100
araG	b1900	1983555	1985069	arabinose ABC transporter ATP binding subunit	EG10058
ddpF	b1483	1557112	1558038	putative D,D-dipeptide ABC transporter ATP-binding subunit DdpF	G6777
rdlA	b4420	1269323	1269389	putative antisense regulatory RNA RdlA	G0-9603
dgoA	b4477	3872995	3873612	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	EG20049
yadG	b0127	142779	143705	putative ABC transporter ATP-binding protein YadG	EG12320
chiZ	b4808	708236	708333	small regulatory RNA ChiZ	G0-17083
gatB	b2093	2174282	2174566	galactitol-specific PTS enzyme IIB component	EG12415
lolD	b1117	1176619	1177320	lipoprotein release complex - ATP binding subunit	G6574
micC	b4427	1437121	1437231	small regulatory RNA MicC	G0-8901
rhaB	b3904	4095979	4097448	rhamnulokinase	EG11868
yejF	b2180	2276300	2277889	putative oligopeptide ABC transporter ATP binding subunit YejF	EG12041
sdhX	b4764	765050	765150	small regulatory RNA SdhX	G0-17009
treC	b4239	4463054	4464709	trehalose-6-phosphate hydrolase	EG11402
mlaF	b3195	3339256	3340065	intermembrane phospholipid transport system, ATP binding subunit MlaF	EG12801
sgrS	b4577	77367	77593	small regulatory RNA SgrS	G0-9941
uxaB	b1521	1609229	1610680	tagaturonate reductase	EG11065
lptB	b3201	3343944	3344669	lipopolysaccharide transport system ATP binding protein LptB	EG11680
glnZ	b4836	4056428	4056621	small regulatory RNA GlnZ	G0-17117
rbsD	b3748	3933351	3933770	D-ribose pyranase	EG10817
rdlB	b4422	1269858	1269923	putative antisense regulatory RNA RdlB	G0-9606
mhpC	b0349	371239	372105	2-hydroxy-6-ketonona-2,4-dienedioate hydrolase	M012
ispZ	b4809	194784	194844	small regulatory RNA IspZ	G0-17084
ulaD	b4196	4422186	4422836	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	G7858
rdlD	b4454	3700136	3700199	antisense regulatory RNA RdlD	G0-9042
malG	b4032	4242626	4243516	maltose ABC transporter membrane subunit MalG	EG10556
rbsZ	b4804	3937045	3937278	small regulatory RNA RbsZ	G0-17077
hcaB	b2541	2671225	2672037	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase	G7335
cyaR	b4438	2167114	2167200	small regulatory RNA CyaR	G0-8878
paaG	b1394	1458264	1459052	putative ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)	G6715
mgrR	b4698	1622817	1622914	small regulatory RNA MgrR	G0-10671
chbF	b1734	1817148	1818500	monoacetylchitobiose-6-phosphate hydrolase	EG10144
pyrI	b4244	4470986	4471447	aspartate carbamoyltransferase, PyrI subunit	EG10811
araD	b0061	65855	66550	L-ribulose-5-phosphate 4-epimerase AraD	EG10055
rdcB	b4110	4329360	4330238	regulator of diguanylate cyclase RdcB	G7823
frvA	b3900	4092377	4092823	putative PTS enzyme IIA component FrvA	EG11864
pdeK	b3529	3683630	3685618	c-di-GMP phosphodiesterase PdeK	EG12256
yihT	b3881	4071773	4072651	6-deoxy-6-sulfofructose-1-phosphate aldolase	EG11846
hda 	b2496	2618075	2618776	inibitor of reinitiation of DNA replication	G7313
uhpC	b3667	3847305	3848624	UhpC-glucose-6-P // inner membrane protein sensing glucose-6-phosphate	EG11053
pflC	b3952	4146258	4147136	putative pyruvate formate-lyase 2 activating enzyme PflC	EG11911
rbsA	b3749	3933778	3935283	ribose ABC transporter ATP binding subunit	EG10814
cyaA	b3806	3991153	3993699	adenylate cyclase	EG10170
manZ	b1819	1903895	1904746	mannose-specific PTS enzyme IID component	EG10569
rdcA	b4109	4327135	4329363	regulator of diguanylate cyclase RdcA	EG11210
frlD	b3374	3503167	3503952	fructoselysine 6-kinase	G7726
ybcL	b0545	570893	571444	DLP12 prophage; periplasmic protein YbcL	G6301
lacZ	b0344	363231	366305	&beta;-galactosidase	EG10527
tar	    b1886	1971030	1972691	methyl-accepting chemotaxis protein Tar	EG10988
murP	b2429	2546673	2548097	N-acetylmuramic acid-specific PTS enzyme IICB component / anhydro-N-acetylmuramic acid transporter	G7264
sgrT	b4662	77388	77519	PtsG glucose transporter inhibitor	G0-10617
paaD	b1391	1455925	1456422	phenylacetate degradation protein	G6712
rpmH	b3703	3884336	3884476	50S ribosomal subunit protein L34	EG10892
chbC	b1737	1819856	1821214	<i>N,N'</i>-diacetylchitobiose-specific PTS enzyme IIC component	EG10141
yjfN	b4188	4416017	4416292	protease activator YjfN	G7851
yagF	b0269	283201	285168	CP4-6 prophage; D-xylonate dehydratase	G6141
yacG	b0101	111649	111846	DNA gyrase inhibitor YacG	EG12314
araA	b0062	66835	68337	L-arabinose isomerase	EG10052
pphB	b2734	2859760	2860416	phosphoprotein phosphatase 2	G7415
kbaY	b3137	3283143	3284003	tagatose-1,6-bisphosphate aldolase 1	EG12768
recX	b2698	2822139	2822639	RecA inhibitor RecX	EG12080
sgbE	b3583	3750086	3750781	L-ribulose-5-phosphate 4-epimerase SgbE	EG12287
eco	    b2209	2303905	2304393	serine protease inhibitor ecotin	EG10255
rpiB	b4090	4313350	4313799	allose-6-phosphate isomerase / ribose-5-phosphate isomerase B	EG11827
sufE	b1679	1758874	1759290	sulfur carrier protein SufE	G6905
mak	    b0394	410144	411052	fructokinase	EG11288
ptsN	b3204	3346578	3347069	PtsN-<i>N</i>-phospho-L-histidine // phosphotransferase system enzyme IIA(Ntr)	EG11682
uxaC	b3092	3243329	3244741	D-glucoronate/D-galacturonate isomerase	G81
ybhB	b0773	807433	807909	putative kinase inhibitor	EG11238
nanQ	b3221	3369014	3369478	<i>N</i>-acetylneuraminate anomerase	G7675
pflA	b0902	950340	951080	pyruvate formate-lyase activating enzyme	EG10028
lacA	b0342	361249	361860	galactoside <i>O</i>-acetyltransferase	EG10524
ybiY	b0824	862612	863511	putative pyruvate formate-lyase activating enzyme YbiY	G6427
dmlA	b1800	1881912	1882997	D-malate/3-isopropylmalate dehydrogenase (decarboxylating)	G6986
trg	    b1421	1492470	1494110	methyl-accepting chemotaxis protein Trg	EG11018
fucI	b2802	2935584	2937359	L-fucose isomerase	EG10349
rpsT	b0023	20815	21078	30S ribosomal subunit protein S20	EG10919
paaA	b1388	1453927	1454856	phenylacetyl-CoA 1,2-epoxidase, monooxygenase subunit	G6709
yjjW	b4379	4614680	4615543	putative glycyl-radical enzyme activating enzyme YjjW	G7953
yiaK	b3575	3742733	3743731	2,3-diketo-L-gulonate reductase	EG12279
cpoB	b0742	779598	780389	cell division coordinator CpoB	EG12854
alsC	b4086	4308489	4309469	D-allose ABC transporter membrane subunit	EG11958
actS	b2865	2999136	2999891	amidase activator	G7484
srlB	b2704	2827362	2827733	sorbitol-specific PTS enzyme IIA component	EG10970
cbpM	b0999	1062550	1062855	chaperone modulator CbpM	EG12194
pfkA	b3916	4107552	4108514	6-phosphofructokinase 1	EG10699
glnB	b2553	2687070	2687408	uridylyl-[protein PII-1] // nitrogen regulatory protein PII-1	EG10384
lgoD	b4358	4595990	4597012	L-galactonate oxidoreductase	G7945
pphA	b1838	1922313	1922969	phosphoprotein phosphatase 1	G7011
malX	b1621	1699355	1700947	PTS enzyme IIBC component MalX	EG10563
yihI	b3866	4051347	4051856	Der GTPase-activating protein YihI	EG11835
glgX	b3431	3569346	3571319	limit dextrin alpha-1,6-glucohydrolase	EG10381
cheW	b1887	1972836	1973339	chemotaxis protein CheW	EG10149
fbaA	b2925	3070165	3071244	fructose-bisphosphate aldolase class II	EG10282
ymdB	b1045	1105820	1106353	2'-<i>O</i>-acetyl-ADP-ribose deacetylase, regulator of RNase III activity	G6550
dhaL	b1199	1249125	1249757	dihydroxyacetone kinase subunit L	G6626
tsr	    b4355	4591657	4593312	methyl-accepting chemotaxis protein Tsr	EG11034
ascF	b2715	2839524	2840981	&beta;-glucoside specific PTS enzyme IIBC component	EG10086
yafN	b0232	252005	252298	antitoxin YafN	G6116
uxuB	b4323	4552901	4554361	D-mannonate oxidoreductase	EG20248
tap	    b1885	1969383	1970984	methyl-accepting chemotaxis protein Tap	EG10987
alsB	b4088	4311107	4312042	D-allose ABC transporter periplasmic binding protein	EG12458
nrdG	b4237	4459900	4460364	anaerobic ribonucleoside-triphosphate reductase activating protein	G812
ghrB	b3553	3717310	3718284	glyoxylate reductase	EG12272
topAI	b4566	4533796	4534053	KpLE2 phage-like element; toxin of the TopAI-YjhQ toxin-antitoxin system, TopA inhibitor	G0-10473
frwD	b3953	4147138	4147479	putative PTS enzyme IIB component FrwD	EG11912
lit	    b1139	1198695	1199588	e14 prophage; cell death peptidase Lit	EG10535
garK	b3124	3270625	3271770	glycerate 2-kinase 1	EG11175
clpP	b0437	456677	457300	ATP-dependent Clp protease proteolytic subunit	EG10158
mtlA	b3599	3772281	3774194	mannitol-specific PTS enzyme IICBA component	EG10615
tsaB	b1807	1890572	1891267	N<sup>6</sup>-L-threonylcarbamoyladenine synthase, TsaB subunit	G6991
yjhG	b4297	4522127	4524094	KpLE2 phage-like element; D-xylonate dehydratase	G7910
hslU	b3931	4120416	4121747	ATPase component of the HslVU protease	EG11881
ebgC	b3077	3225722	3226171	DUF386 domain-containing evolved &beta;-D-galactosidase subunit &beta;	EG10253
yifB	b3765	3948449	3949969	putative magnesium chelatase YifB	EG11260
araH	b4460	1982554	1983540	arabinose ABC transporter membrane subunit	EG10059
lon	    b0439	458888	461242	Lon protease	EG10542
dgoK	b3693	3873596	3874474	2-dehydro-3-deoxygalactonokinase	EG20051
hflC	b4175	4403300	4404304	regulator of FtsH protease	EG10435
gatC	b2092	2172921	2174278	galactitol-specific PTS enzyme IIC component	EG12416
cpdA	b3032	3176006	3176833	cAMP phosphodiesterase	G7579
idnK	b4268	4494623	4495186	D-gluconate kinase, thermosensitive	EG12152
rssB	b1235	1290242	1291255	RssB-P // regulator of RpoS	EG12121
uxuA	b4322	4551636	4552820	D-mannonate dehydratase	EG11066
degS	b3235	3382200	3383267	serine endoprotease	EG11652
rbsK	b3752	3937294	3938223	ribokinase	EG10818
recA	b2699	2822708	2823769	DNA recombination/repair protein RecA	EG10823
mhpD	b0350	372115	372924	2-hydroxypentadienoate hydratase	M013
hflK	b4174	4402038	4403297	regulator of FtsH protease	EG10436
mglA	b2149	2237769	2239289	D-galactose/methyl-galactoside ABC transporter ATP binding subunit	EG10592
rseP	b0176	196546	197898	intramembrane zinc metalloprotease RseP	EG12436
hcaD	b2542	2672047	2673249	putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit	G7336
hslV	b3932	4121757	4122287	peptidase component of the HslVU protease	EG11676
paaH	b1395	1459054	1460481	3-hydroxyadipyl-CoA dehydrogenase	G6716
spoT	b3650	3822400	3824508	bifunctional (p)ppGpp synthase/hydrolase SpoT	EG10966
mngB	b0732	767978	770611	&alpha;-mannosidase	EG13236
secM	b0097	107705	108217	SecA translation regulator	EG11087
dhaM	b1198	1247696	1249114	dihydroxyacetone kinase subunit M	EG12399
higB	b3083	3234141	3234455	ribosome-dependent mRNA interferase toxin HigB	G7602
ucpA	b2426	2543832	2544623	oxidoreductase UcpA	EG12133
mcaS	b4426	1405658	1405751	small regulatory RNA McaS	G0-8899
rhaD	b3902	4093448	4094272	rhamnulose-1-phosphate aldolase	EG11866
oxyS	b4458	4158278	4158394	small regulatory RNA OxyS	EG31116
rbsB	b3751	3936278	3937168	ribose ABC transporter periplasmic binding protein	EG10815
relE	b1563	1645346	1645633	Qin prophage; mRNA interferase toxin RelE	EG11131
hcaE	b2538	2669032	2670393	putative 3-phenylpropionate/cinnamate dioxygenase subunit &alpha;	M009
rplJ	b3985	4179996	4180493	50S ribosomal subunit protein L10	EG10871
paaE	b1392	1456430	1457500	phenylacetyl-CoA 1,2-epoxidase, reductase subunit	G6713
yafO	b0233	252301	252699	ribosome-dependent mRNA interferase toxin YafO	G6117
chbA	b1736	1819455	1819805	<i>N,N'</i>-diacetylchitobiose-specific PTS enzyme IIA component	EG10142
rprA	b4431	1770372	1770477	small regulatory RNA RprA	G0-8863
yagH	b0271	286789	288399	CP4-6 prophage; putative xylosidase/arabinosidase	G6143
dksA	b0145	160149	160604	RNA polymerase-binding transcription factor DksA	EG10230
araB	b0063	68348	70048	ribulokinase	EG10053
micF	b4439	2313084	2313176	small regulatory RNA MicF	EG30063
glk	    b2388	2508461	2509426	glucokinase	EG12957
mazF	b2782	2910756	2911091	endoribonuclease toxin MazF	EG11249
aldB	b3588	3754973	3756511	aldehyde dehydrogenase B	EG12292
thrS	b1719	1800642	1802570	threonine&mdash;tRNA ligase	EG11001
bglX	b2132	2219692	2221989	&beta;-D-glucoside glucohydrolase, periplasmic	EG12013
mqsR	b3022	3168248	3168544	mRNA interferase toxin MqsR	G7572
yihU	b3882	4072675	4073571	3-sulfolactaldehyde reductase	EG11847
glmZ	b4456	3986432	3986603	small regulatory RNA GlmZ	G0-8873
yihQ	b3878	4067240	4069276	sulfoquinovosidase	EG11843
frr 	b0172	192872	193429	ribosome-recycling factor	EG10335
srlA	b2702	2825832	2826395	sorbitol-specific PTS enzyme IIC<sub>2</sub> component	G8210
spf	    b3864	4049899	4050009	small regulatory RNA Spot 42	EG30098
manX	b1817	1902048	1903019	mannose-specific PTS enzyme IIAB component	EG10567
rsfS	b0637	668719	669036	ribosomal silencing factor RsfS	EG11255
frlB	b3371	3501268	3502290	fructoselysine 6-phosphate deglycase	G7723
oxyR	b3961	4158490	4159407	DNA-binding transcriptional dual regulator OxyR	EG10681
gatZ	b2095	2175059	2176321	putative tagatose-1,6-bisphosphate aldolase 2 chaperone	G7128
fur	    b0683	710200	710646	DNA-binding transcriptional dual regulator Fur	EG10359
fucK	b2803	2937468	2938886	L-fuculokinase	EG10350
cbl	    b1987	2059964	2060914	DNA-binding transcriptional activator Cbl	G7071
paaB	b1389	1454868	1455155	phenylacetyl-CoA 1,2-epoxidase subunit B	G6710
dnaA	b3702	3882326	3883729	chromosomal replication initiator protein DnaA	EG10235
bglA	b2901	3043662	3045101	6-phospho-&beta;-glucosidase A	G495
treR	b4241	4466299	4467246	DNA-binding transcriptional repressor TreR	EG12202
lyxK	b3580	3747084	3748580	L-xylulose kinase	EG12284
asnC	b3743	3926545	3927003	DNA-binding transcriptional dual regulator AsnC	EG10093
alsA	b4087	4309448	4310980	D-allose ABC transporter ATP binding subunit	EG11959
rob	    b4396	4634441	4635310	DNA-binding transcriptional dual regulator Rob	EG11366
galM	b0756	787797	788837	galactose-1-epimerase	EG11698
phoB	b0399	417142	417831	DNA-binding transcriptional dual regulator PhoB-phosphorylated // DNA-binding transcriptional dual regulator PhoB	EG10728
srlD	b2705	2827737	2828516	sorbitol-6-phosphate 2-dehydrogenase	EG10971
zraR	b4004	4203320	4204645	DNA-binding transcriptional activator ZraR-phosphorylated // DNA-binding transcriptional activator ZraR	EG10482
pfkB	b1723	1806370	1807299	6-phosphofructokinase 2	EG10700
cdaR	b0162	182463	183620	DNA-binding transcriptional activator CdaR	EG12335
ydjH	b1772	1855981	1856928	L-<i>glycero</i>-L-galacto-octuluronate kinase	G6959
cysB	b1275	1333855	1334829	DNA-binding transcriptional dual regulator CysB	EG10184
fruA	b2167	2259719	2261410	fructose-specific PTS multiphosphoryl transfer protein FruA	EG10336
narP	b2193	2290500	2291147	DNA-binding transcriptional dual regulator NarP-phosphorylated // DNA-binding transcriptional dual regulator NarP	EG11527
dhaK	b1200	1249768	1250838	dihydroxyacetone kinase subunit K	G6627
lexA	b4043	4257115	4257723	DNA-binding transcriptional repressor LexA	EG10533
garL	b3126	3272787	3273557	&alpha;-dehydro-&beta;-deoxy-<i>D</i>-glucarate aldolase	EG10016
cra	    b0080	88028	89032	DNA-binding transcriptional dual regulator Cra	EG10338
garD	b3128	3275282	3276853	GarD	EG12522
exuR	b3094	3246652	3247428	DNA-binding transcriptional repressor ExuR	EG12739
xylG	b3567	3732201	3733742	xylose ABC transporter ATP binding subunit	EG12275
cytR	b3934	4123431	4124456	DNA-binding transcriptional repressor CytR	EG10200
alsK	b4084	4306870	4307799	D-allose kinase	EG11956
csqR	b3884	4074669	4075454	DNA-binding transcriptional dual regulator CsqR	EG11849
garR	b3125	3271867	3272751	tartronate semialdehyde reductase	EG11176
soxS	b4062	4277060	4277383	DNA-binding transcriptional dual regulator SoxS	EG10958
mtlD	b3600	3774424	3775572	mannitol-1-phosphate 5-dehydrogenase	EG10616
rsd	    b3995	4196332	4196808	regulator of sigma D	EG11738
nanS	b4309	4536614	4537594	<i>N</i>-acetyl-9-<i>O</i>-acetylneuraminate esterase	G7919
rpoN	b3202	3344717	3346150	RNA polymerase sigma factor RpoN	EG10898
kduI	b2843	2983288	2984124	5-dehydro-4-deoxy-D-glucuronate isomerase	G7463
appY	b0564	583681	584430	DLP12 prophage; DNA-binding transcriptional activator AppY	EG10050
paaY	b1400	1464471	1465061	2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA thioesterase	G6721
rpoE	b2573	2709437	2710012	RNA polymerase sigma factor RpoE	EG11897
gatD	b2091	2171833	2172873	galactitol-1-phosphate 5-dehydrogenase	EG12417
rpoD	b3067	3213047	3214888	RNA polymerase sigma factor RpoD	EG10896
treF	b3519	3669592	3671241	cytoplasmic trehalase	EG12245
